continent,common_name,species_name
South America,Great Black Hawk,Buteogallus urubitinga
South America,Solitary Eagle,Buteogallus solitarius
South America,Chaco Eagle,Buteogallus coronatus
South America,Barred Hawk,Morphnarchus princeps
South America,Roadside Hawk,Rupornis magnirostris
South America,Harris's Hawk,Parabuteo unicinctus
South America,White-rumped Hawk,Parabuteo leucorrhous
South America,White-tailed Hawk,Geranoaetus albicaudatus
South America,Variable Hawk,Geranoaetus polyosoma
South America,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus
South America,Mantled Hawk,Pseudastur polionotus
South America,White Hawk,Pseudastur albicollis
South America,Gray-backed Hawk,Pseudastur occidentalis
South America,Semiplumbeous Hawk,Leucopternis semiplumbeus
South America,Black-faced Hawk,Leucopternis melanops
South America,White-browed Hawk,Leucopternis kuhli
South America,Gray-lined Hawk,Buteo nitidus
South America,Broad-winged Hawk,Buteo platypterus
South America,Short-tailed Hawk,Buteo brachyurus
South America,White-throated Hawk,Buteo albigula
South America,Swainson's Hawk,Buteo swainsoni
South America,Galapagos Hawk,Buteo galapagoensis
South America,Zone-tailed Hawk,Buteo albonotatus
South America,Rufous-tailed Hawk,Buteo ventralis
South America,Red-tailed Hawk,Buteo jamaicensis
South America,Barn Owl,Tyto alba
South America,Bare-shanked Screech-Owl,Megascops clarkii
South America,White-throated Screech-Owl,Megascops albogularis
South America,Tropical Screech-Owl,Megascops choliba
South America,Koepcke's Screech-Owl,Megascops koepckeae
South America,Rufescent Screech-Owl,Megascops ingens
South America,Cinnamon Screech-Owl,Megascops petersoni
South America,Cloud-forest Screech-Owl,Megascops marshalli
South America,Montane Forest Screech-Owl,Megascops hoyi
South America,Choco Screech-Owl,Megascops centralis
South America,Foothill Screech-Owl,Megascops roraimae
South America,Long-tufted Screech-Owl,Megascops sanctaecatarinae
South America,Santa Marta Screech-Owl,Megascops gilesi
South America,Peruvian Screech-Owl,Megascops roboratus
South America,Tawny-bellied Screech-Owl,Megascops watsonii
South America,Black-capped Screech-Owl,Megascops atricapilla
South America,Crested Owl,Lophostrix cristata
South America,Spectacled Owl,Pulsatrix perspicillata
South America,Tawny-browed Owl,Pulsatrix koeniswaldiana
South America,Band-bellied Owl,Pulsatrix melanota
South America,Great Horned Owl,Bubo virginianus
South America,Cloud-forest Pygmy-Owl,Glaucidium nubicola
South America,Andean Pygmy-Owl,Glaucidium jardinii
South America,Yungas Pygmy-Owl,Glaucidium bolivianum
South America,Subtropical Pygmy-Owl,Glaucidium parkeri
South America,Central American Pygmy-Owl,Glaucidium griseiceps
South America,Amazonian Pygmy-Owl,Glaucidium hardyi
South America,Pernambuco Pygmy-Owl,Glaucidium mooreorum
South America,Least Pygmy-Owl,Glaucidium minutissimum
South America,Ferruginous Pygmy-Owl,Glaucidium brasilianum
South America,Austral Pygmy-Owl,Glaucidium nana
South America,Peruvian Pygmy-Owl,Glaucidium peruanum
South America,Long-whiskered Owlet,Xenoglaux loweryi
South America,Burrowing Owl,Athene cunicularia
South America,Mottled Owl,Ciccaba virgata
South America,Black-and-white Owl,Ciccaba nigrolineata
South America,Black-banded Owl,Ciccaba huhula
South America,Rufous-banded Owl,Ciccaba albitarsis
South America,Rusty-barred Owl,Strix hylophila
South America,Rufous-legged Owl,Strix rufipes
South America,Chaco Owl,Strix chacoensis
South America,Striped Owl,Asio clamator
South America,Stygian Owl,Asio stygius
South America,Short-eared Owl,Asio flammeus
South America,Buff-fronted Owl,Aegolius harrisii
South America,Pavonine Quetzal,Pharomachrus pavoninus
South America,Golden-headed Quetzal,Pharomachrus auriceps
South America,White-tipped Quetzal,Pharomachrus fulgidus
South America,Crested Quetzal,Pharomachrus antisianus
South America,Slaty-tailed Trogon,Trogon massena
South America,Blue-tailed Trogon,Trogon comptus
South America,Ecuadorian Trogon,Trogon mesurus
South America,Black-tailed Trogon,Trogon melanurus
South America,White-tailed Trogon,Trogon chionurus
South America,Green-backed Trogon,Trogon viridis
South America,Gartered Trogon,Trogon caligatus
South America,Guianan Trogon,Trogon violaceus
South America,Amazonian Trogon,Trogon ramonianus
South America,Blue-crowned Trogon,Trogon curucui
South America,Surucua Trogon,Trogon surrucura
South America,Black-throated Trogon,Trogon rufus
South America,Collared Trogon,Trogon collaris
South America,Masked Trogon,Trogon personatus
South America,Tody Motmot,Hylomanes momotula
South America,Blue-capped Motmot,Momotus coeruliceps
South America,Lesson's Motmot,Momotus lessonii
South America,Whooping Motmot,Momotus subrufescens
South America,Trinidad Motmot,Momotus bahamensis
South America,Amazonian Motmot,Momotus momota
South America,Andean Motmot,Momotus aequatorialis
South America,Rufous Motmot,Baryphthengus martii
South America,Rufous-capped Motmot,Baryphthengus ruficapillus
South America,Broad-billed Motmot,Electron platyrhynchum
South America,Ringed Kingfisher,Megaceryle torquata
South America,Belted Kingfisher,Megaceryle alcyon
South America,Amazon Kingfisher,Chloroceryle amazona
South America,American Pygmy Kingfisher,Chloroceryle aenea
South America,Green Kingfisher,Chloroceryle americana
South America,Green-and-rufous Kingfisher,Chloroceryle inda
South America,White-necked Puffbird,Notharchus hyperrhynchus
South America,Guianan Puffbird,Notharchus macrorhynchos
South America,Buff-bellied Puffbird,Notharchus swainsoni
South America,Black-breasted Puffbird,Notharchus pectoralis
South America,Brown-banded Puffbird,Notharchus ordii
South America,Pied Puffbird,Notharchus tectus
South America,Chestnut-capped Puffbird,Bucco macrodactylus
South America,Spotted Puffbird,Bucco tamatia
South America,Sooty-capped Puffbird,Bucco noanamae
South America,Collared Puffbird,Bucco capensis
South America,Barred Puffbird,Nystalus radiatus
South America,Western Striolated-Puffbird,Nystalus obamai
South America,Eastern Striolated-Puffbird,Nystalus striolatus
South America,White-eared Puffbird,Nystalus chacuru
South America,Spot-backed Puffbird,Nystalus maculatus
South America,Russet-throated Puffbird,Hypnelus ruficollis
South America,White-chested Puffbird,Malacoptila fusca
South America,Semicollared Puffbird,Malacoptila semicincta
South America,Crescent-chested Puffbird,Malacoptila striata
South America,Rufous-necked Puffbird,Malacoptila rufa
South America,White-whiskered Puffbird,Malacoptila panamensis
South America,Black-streaked Puffbird,Malacoptila fulvogularis
South America,Moustached Puffbird,Malacoptila mystacalis
South America,Lanceolated Monklet,Micromonacha lanceolata
South America,Rusty-breasted Nunlet,Nonnula rubecula
South America,Fulvous-chinned Nunlet,Nonnula sclateri
South America,Brown Nunlet,Nonnula brunnea
South America,Gray-cheeked Nunlet,Nonnula frontalis
South America,Rufous-capped Nunlet,Nonnula ruficapilla
South America,Chestnut-headed Nunlet,Nonnula amaurocephala
South America,White-faced Nunbird,Hapaloptila castanea
South America,Black Nunbird,Monasa atra
South America,Black-fronted Nunbird,Monasa nigrifrons
South America,White-fronted Nunbird,Monasa morphoeus
South America,Yellow-billed Nunbird,Monasa flavirostris
South America,Swallow-winged Puffbird,Chelidoptera tenebrosa
South America,White-eared Jacamar,Galbalcyrhynchus leucotis
South America,Purus Jacamar,Galbalcyrhynchus purusianus
South America,White-throated Jacamar,Brachygalba albogularis
South America,Brown Jacamar,Brachygalba lugubris
South America,Pale-headed Jacamar,Brachygalba goeringi
South America,Dusky-backed Jacamar,Brachygalba salmoni
South America,Three-toed Jacamar,Jacamaralcyon tridactyla
South America,Yellow-billed Jacamar,Galbula albirostris
South America,Blue-cheeked Jacamar,Galbula cyanicollis
South America,Rufous-tailed Jacamar,Galbula ruficauda
South America,Green-tailed Jacamar,Galbula galbula
South America,White-chinned Jacamar,Galbula tombacea
South America,Bluish-fronted Jacamar,Galbula cyanescens
South America,Coppery-chested Jacamar,Galbula pastazae
South America,Purplish Jacamar,Galbula chalcothorax
South America,Bronzy Jacamar,Galbula leucogastra
South America,Paradise Jacamar,Galbula dea
South America,Great Jacamar,Jacamerops aureus
South America,Scarlet-crowned Barbet,Capito aurovirens
South America,Black-girdled Barbet,Capito dayi
South America,Spot-crowned Barbet,Capito maculicoronatus
South America,Orange-fronted Barbet,Capito squamatus
South America,White-mantled Barbet,Capito hypoleucus
South America,Scarlet-banded Barbet,Capito wallacei
South America,Five-colored Barbet,Capito quinticolor
South America,Brown-chested Barbet,Capito brunneipectus
South America,Black-spotted Barbet,Capito niger
South America,Gilded Barbet,Capito auratus
South America,Lemon-throated Barbet,Eubucco richardsoni
South America,Scarlet-hooded Barbet,Eubucco tucinkae
South America,Red-headed Barbet,Eubucco bourcierii
South America,Versicolored Barbet,Eubucco versicolor
South America,Toucan Barbet,Semnornis ramphastinus
South America,Northern Emerald-Toucanet,Aulacorhynchus prasinus
South America,Southern Emerald-Toucanet,Aulacorhynchus albivitta
South America,Groove-billed Toucanet,Aulacorhynchus sulcatus
South America,Chestnut-tipped Toucanet,Aulacorhynchus derbianus
South America,Tepui Toucanet,Aulacorhynchus whitelianus
South America,Crimson-rumped Toucanet,Aulacorhynchus haematopygus
South America,Yellow-browed Toucanet,Aulacorhynchus huallagae
South America,Blue-banded Toucanet,Aulacorhynchus coeruleicinctis
South America,Gray-breasted Mountain-Toucan,Andigena hypoglauca
South America,Plate-billed Mountain-Toucan,Andigena laminirostris
South America,Hooded Mountain-Toucan,Andigena cucullata
South America,Black-billed Mountain-Toucan,Andigena nigrirostris
South America,Saffron Toucanet,Pteroglossus bailloni
South America,Green Aracari,Pteroglossus viridis
South America,Lettered Aracari,Pteroglossus inscriptus
South America,Collared Aracari,Pteroglossus torquatus
South America,Black-necked Aracari,Pteroglossus aracari
South America,Chestnut-eared Aracari,Pteroglossus castanotis
South America,Many-banded Aracari,Pteroglossus pluricinctus
South America,Ivory-billed Aracari,Pteroglossus azara
South America,Curl-crested Aracari,Pteroglossus beauharnaisii
South America,Red-necked Aracari,Pteroglossus bitorquatus
South America,Yellow-eared Toucanet,Selenidera spectabilis
South America,Guianan Toucanet,Selenidera piperivora
South America,Golden-collared Toucanet,Selenidera reinwardtii
South America,Tawny-tufted Toucanet,Selenidera nattereri
South America,Gould's Toucanet,Selenidera gouldii
South America,Spot-billed Toucanet,Selenidera maculirostris
South America,Toco Toucan,Ramphastos toco
South America,Yellow-throated Toucan,Ramphastos ambiguus
South America,White-throated Toucan,Ramphastos tucanus
South America,Keel-billed Toucan,Ramphastos sulfuratus
South America,Choco Toucan,Ramphastos brevis
South America,Channel-billed Toucan,Ramphastos vitellinus
South America,Red-breasted Toucan,Ramphastos dicolorus
South America,Bar-breasted Piculet,Picumnus aurifrons
South America,Orinoco Piculet,Picumnus pumilus
South America,Lafresnaye's Piculet,Picumnus lafresnayi
South America,Golden-spangled Piculet,Picumnus exilis
South America,Ecuadorian Piculet,Picumnus sclateri
South America,Scaled Piculet,Picumnus squamulatus
South America,White-bellied Piculet,Picumnus spilogaster
South America,Arrowhead Piculet,Picumnus minutissimus
South America,Spotted Piculet,Picumnus pygmaeus
South America,Speckle-chested Piculet,Picumnus steindachneri
South America,Varzea Piculet,Picumnus varzeae
South America,White-barred Piculet,Picumnus cirratus
South America,Ocellated Piculet,Picumnus dorbignyanus
South America,Ochre-collared Piculet,Picumnus temminckii
South America,White-wedged Piculet,Picumnus albosquamatus
South America,Rusty-necked Piculet,Picumnus fuscus
South America,Rufous-breasted Piculet,Picumnus rufiventris
South America,Ochraceous Piculet,Picumnus limae
South America,Mottled Piculet,Picumnus nebulosus
South America,Plain-breasted Piculet,Picumnus castelnau
South America,Fine-barred Piculet,Picumnus subtilis
South America,Olivaceous Piculet,Picumnus olivaceus
South America,Grayish Piculet,Picumnus granadensis
South America,Chestnut Piculet,Picumnus cinnamomeus
South America,Yellow-bellied Sapsucker,Sphyrapicus varius
South America,White Woodpecker,Melanerpes candidus
South America,Acorn Woodpecker,Melanerpes formicivorus
South America,Golden-naped Woodpecker,Melanerpes chrysauchen
South America,Yellow-tufted Woodpecker,Melanerpes cruentatus
South America,Yellow-fronted Woodpecker,Melanerpes flavifrons
South America,Beautiful Woodpecker,Melanerpes pulcher
South America,Black-cheeked Woodpecker,Melanerpes pucherani
South America,White-fronted Woodpecker,Melanerpes cactorum
South America,Red-crowned Woodpecker,Melanerpes rubricapillus
South America,Smoky-brown Woodpecker,Dryobates fumigatus
South America,Red-rumped Woodpecker,Dryobates kirkii
South America,Golden-collared Woodpecker,Dryobates cassini
South America,White-spotted Woodpecker,Dryobates spilogaster
South America,Checkered Woodpecker,Dryobates mixtus
South America,Striped Woodpecker,Dryobates lignarius
South America,Blood-colored Woodpecker,Dryobates sanguineus
South America,Little Woodpecker,Dryobates passerinus
South America,Dot-fronted Woodpecker,Dryobates frontalis
South America,Scarlet-backed Woodpecker,Dryobates callonotus
South America,Yellow-vented Woodpecker,Dryobates dignus
South America,Bar-bellied Woodpecker,Dryobates nigriceps
South America,Red-stained Woodpecker,Dryobates affinis
South America,Choco Woodpecker,Dryobates chocoensis
South America,Yellow-eared Woodpecker,Dryobates maculifrons
South America,Powerful Woodpecker,Campephilus pollens
South America,Crimson-bellied Woodpecker,Campephilus haematogaster
South America,Red-necked Woodpecker,Campephilus rubricollis
South America,Robust Woodpecker,Campephilus robustus
South America,Crimson-crested Woodpecker,Campephilus melanoleucos
South America,Guayaquil Woodpecker,Campephilus gayaquilensis
South America,Cream-backed Woodpecker,Campephilus leucopogon
South America,Magellanic Woodpecker,Campephilus magellanicus
South America,Lineated Woodpecker,Dryocopus lineatus
South America,Black-bodied Woodpecker,Dryocopus schulzii
South America,Cinnamon Woodpecker,Celeus loricatus
South America,Ringed Woodpecker,Celeus torquatus
