continent,common_name,species_name
Africa,Brown Scrub-Robin,Cercotrichas signata
Africa,Bearded Scrub-Robin,Cercotrichas quadrivirgata
Africa,Miombo Scrub-Robin,Cercotrichas barbata
Africa,Black Scrub-Robin,Cercotrichas podobe
Africa,Rufous-tailed Scrub-Robin,Cercotrichas galactotes
Africa,Kalahari Scrub-Robin,Cercotrichas paena
Africa,Brown-backed Scrub-Robin,Cercotrichas hartlaubi
Africa,Red-backed Scrub-Robin,Cercotrichas leucophrys
Africa,Madagascar Magpie-Robin,Copsychus albospecularis
Africa,Seychelles Magpie-Robin,Copsychus sechellarum
Africa,White-bellied Robin-Chat,Cossyphicula roberti
Africa,Mountain Robin-Chat,Cossypha isabellae
Africa,Archer's Robin-Chat,Cossypha archeri
Africa,Olive-flanked Robin-Chat,Cossypha anomala
Africa,Cape Robin-Chat,Cossypha caffra
Africa,White-throated Robin-Chat,Cossypha humeralis
Africa,Blue-shouldered Robin-Chat,Cossypha cyanocampter
Africa,Gray-winged Robin-Chat,Cossypha polioptera
Africa,Rüppell's Robin-Chat,Cossypha semirufa
Africa,White-browed Robin-Chat,Cossypha heuglini
Africa,Red-capped Robin-Chat,Cossypha natalensis
Africa,Chorister Robin-Chat,Cossypha dichroa
Africa,White-headed Robin-Chat,Cossypha heinrichi
Africa,Snowy-crowned Robin-Chat,Cossypha niveicapilla
Africa,White-crowned Robin-Chat,Cossypha albicapillus
Africa,Angola Cave-Chat,Xenocopsychus ansorgei
Africa,Collared Palm-Thrush,Cichladusa arquata
Africa,Rufous-tailed Palm-Thrush,Cichladusa ruficauda
Africa,Spotted Morning-Thrush,Cichladusa guttata
Africa,European Robin,Erithacus rubecula
Africa,White-starred Robin,Pogonocichla stellata
Africa,Swynnerton's Robin,Swynnertonia swynnertoni
Africa,Brown-chested Alethe,Chamaetylas poliocephala
Africa,Red-throated Alethe,Chamaetylas poliophrys
Africa,Cholo Alethe,Chamaetylas choloensis
Africa,White-chested Alethe,Chamaetylas fuelleborni
Africa,Forest Robin,Stiphrornis erythrothorax
Africa,Bocage's Akalat,Sheppardia bocagei
Africa,Lowland Akalat,Sheppardia cyornithopsis
Africa,Equatorial Akalat,Sheppardia aequatorialis
Africa,Sharpe's Akalat,Sheppardia sharpei
Africa,East Coast Akalat,Sheppardia gunningi
Africa,Gabela Akalat,Sheppardia gabela
Africa,Usambara Akalat,Sheppardia montana
Africa,Iringa Akalat,Sheppardia lowei
Africa,Rubeho Akalat,Sheppardia aurantiithorax
Africa,White-throated Robin,Irania gutturalis
Africa,Thrush Nightingale,Luscinia luscinia
Africa,Common Nightingale,Luscinia megarhynchos
Africa,Bluethroat,Luscinia svecica
Africa,Siberian Rubythroat,Calliope calliope
Africa,Red-breasted Flycatcher,Ficedula parva
Africa,Semicollared Flycatcher,Ficedula semitorquata
Africa,European Pied Flycatcher,Ficedula hypoleuca
Africa,Atlas Flycatcher,Ficedula speculigera
Africa,Collared Flycatcher,Ficedula albicollis
Africa,Moussier's Redstart,Phoenicurus moussieri
Africa,Common Redstart,Phoenicurus phoenicurus
Africa,White-winged Redstart,Phoenicurus erythrogastrus
Africa,Black Redstart,Phoenicurus ochruros
Africa,Little Rock-Thrush,Monticola rufocinereus
Africa,Short-toed Rock-Thrush,Monticola brevipes
Africa,Sentinel Rock-Thrush,Monticola explorator
Africa,Forest Rock-Thrush,Monticola sharpei
Africa,Littoral Rock-Thrush,Monticola imerina
Africa,Rufous-tailed Rock-Thrush,Monticola saxatilis
Africa,Blue Rock-Thrush,Monticola solitarius
Africa,Miombo Rock-Thrush,Monticola angolensis
Africa,Cape Rock-Thrush,Monticola rupestris
Africa,Whinchat,Saxicola rubetra
Africa,Fuerteventura Stonechat,Saxicola dacotiae
Africa,European Stonechat,Saxicola rubicola
Africa,Siberian Stonechat,Saxicola maurus
Africa,African Stonechat,Saxicola torquatus
Africa,Reunion Stonechat,Saxicola tectes
Africa,Pied Bushchat,Saxicola caprata
Africa,Buff-streaked Chat,Campicoloides bifasciatus
Africa,Sickle-winged Chat,Emarginata sinuata
Africa,Karoo Chat,Emarginata schlegelii
Africa,Tractrac Chat,Emarginata tractrac
Africa,Moorland Chat,Pinarochroa sordida
Africa,Mocking Cliff-Chat,Thamnolaea cinnamomeiventris
Africa,White-winged Cliff-Chat,Thamnolaea semirufa
Africa,Sooty Chat,Myrmecocichla nigra
Africa,Northern Anteater-Chat,Myrmecocichla aethiops
Africa,Southern Anteater-Chat,Myrmecocichla formicivora
Africa,Congo Moor Chat,Myrmecocichla tholloni
Africa,Mountain Wheatear,Myrmecocichla monticola
Africa,Rüppell's Chat,Myrmecocichla melaena
Africa,Arnot's Chat,Myrmecocichla arnotti
Africa,Ruaha Chat,Myrmecocichla collaris
Africa,Northern Wheatear,Oenanthe oenanthe
Africa,Capped Wheatear,Oenanthe pileata
Africa,Red-breasted Wheatear,Oenanthe bottae
Africa,Isabelline Wheatear,Oenanthe isabellina
Africa,Heuglin's Wheatear,Oenanthe heuglini
Africa,Hooded Wheatear,Oenanthe monacha
Africa,Desert Wheatear,Oenanthe deserti
Africa,Western Black-eared Wheatear,Oenanthe hispanica
Africa,Cyprus Wheatear,Oenanthe cypriaca
Africa,Eastern Black-eared Wheatear,Oenanthe melanoleuca
Africa,Pied Wheatear,Oenanthe pleschanka
Africa,White-fronted Black-Chat,Oenanthe albifrons
Africa,Somali Wheatear,Oenanthe phillipsi
Africa,Red-rumped Wheatear,Oenanthe moesta
Africa,Blackstart,Oenanthe melanura
Africa,Familiar Chat,Oenanthe familiaris
Africa,Sombre Rock Chat,Oenanthe dubia
Africa,Brown-tailed Chat,Oenanthe scotocerca
Africa,Black Wheatear,Oenanthe leucura
Africa,White-crowned Wheatear,Oenanthe leucopyga
Africa,Abyssinian Wheatear,Oenanthe lugubris
Africa,Finsch's Wheatear,Oenanthe finschii
Africa,Mourning Wheatear,Oenanthe lugens
Africa,Kurdish Wheatear,Oenanthe xanthoprymna
Africa,Persian Wheatear,Oenanthe chrysopygia
Africa,Boulder Chat,Pinarornis plumosus
Africa,Bohemian Waxwing,Bombycilla garrulus
Africa,Hypocolius,Hypocolius ampelinus
Africa,Gurney's Sugarbird,Promerops gurneyi
Africa,Cape Sugarbird,Promerops cafer
Africa,Spot-throat,Modulatrix stictigula
Africa,Dapple-throat,Arcanator orostruthus
Africa,Gray-chested Babbler,Kakamega poliothorax
Africa,Fraser's Sunbird,Deleornis fraseri
Africa,Gray-headed Sunbird,Deleornis axillaris
Africa,Plain-backed Sunbird,Anthreptes reichenowi
Africa,Anchieta's Sunbird,Anthreptes anchietae
Africa,Mouse-brown Sunbird,Anthreptes gabonicus
Africa,Western Violet-backed Sunbird,Anthreptes longuemarei
Africa,Eastern Violet-backed Sunbird,Anthreptes orientalis
Africa,Uluguru Violet-backed Sunbird,Anthreptes neglectus
Africa,Violet-tailed Sunbird,Anthreptes aurantius
Africa,Little Green Sunbird,Anthreptes seimundi
Africa,Green Sunbird,Anthreptes rectirostris
Africa,Banded Sunbird,Anthreptes rubritorques
Africa,Collared Sunbird,Hedydipna collaris
Africa,Pygmy Sunbird,Hedydipna platura
Africa,Nile Valley Sunbird,Hedydipna metallica
Africa,Amani Sunbird,Hedydipna pallidigaster
Africa,Reichenbach's Sunbird,Anabathmis reichenbachii
Africa,Principe Sunbird,Anabathmis hartlaubii
Africa,Newton's Sunbird,Anabathmis newtonii
Africa,Sao Tome Sunbird,Dreptes thomensis
Africa,Orange-breasted Sunbird,Anthobaphes violacea
Africa,Green-headed Sunbird,Cyanomitra verticalis
Africa,Bannerman's Sunbird,Cyanomitra bannermani
Africa,Blue-throated Brown Sunbird,Cyanomitra cyanolaema
Africa,Cameroon Sunbird,Cyanomitra oritis
Africa,Blue-headed Sunbird,Cyanomitra alinae
Africa,Olive Sunbird,Cyanomitra olivacea
Africa,Mouse-colored Sunbird,Cyanomitra veroxii
Africa,Buff-throated Sunbird,Chalcomitra adelberti
Africa,Carmelite Sunbird,Chalcomitra fuliginosa
Africa,Green-throated Sunbird,Chalcomitra rubescens
Africa,Amethyst Sunbird,Chalcomitra amethystina
Africa,Scarlet-chested Sunbird,Chalcomitra senegalensis
Africa,Hunter's Sunbird,Chalcomitra hunteri
Africa,Socotra Sunbird,Chalcomitra balfouri
Africa,Bocage's Sunbird,Nectarinia bocagii
Africa,Purple-breasted Sunbird,Nectarinia purpureiventris
Africa,Tacazze Sunbird,Nectarinia tacazze
Africa,Bronze Sunbird,Nectarinia kilimensis
Africa,Malachite Sunbird,Nectarinia famosa
Africa,Red-tufted Sunbird,Nectarinia johnstoni
Africa,Golden-winged Sunbird,Drepanorhynchus reichenowi
Africa,Olive-bellied Sunbird,Cinnyris chloropygius
Africa,Tiny Sunbird,Cinnyris minullus
Africa,Western Miombo Sunbird,Cinnyris gertrudis
Africa,Eastern Miombo Sunbird,Cinnyris manoensis
Africa,Southern Double-collared Sunbird,Cinnyris chalybeus
Africa,Neergaard's Sunbird,Cinnyris neergaardi
Africa,Stuhlmann's Sunbird,Cinnyris stuhlmanni
Africa,Prigogine's Sunbird,Cinnyris prigoginei
Africa,Montane Double-collared Sunbird,Cinnyris ludovicensis
Africa,Northern Double-collared Sunbird,Cinnyris reichenowi
Africa,Greater Double-collared Sunbird,Cinnyris afer
Africa,Regal Sunbird,Cinnyris regius
Africa,Rockefeller's Sunbird,Cinnyris rockefelleri
Africa,Eastern Double-collared Sunbird,Cinnyris mediocris
Africa,Usambara Double-collared Sunbird,Cinnyris usambaricus
Africa,Forest Double-collared Sunbird,Cinnyris fuelleborni
Africa,Moreau's Sunbird,Cinnyris moreaui
Africa,Loveridge's Sunbird,Cinnyris loveridgei
Africa,Beautiful Sunbird,Cinnyris pulchellus
Africa,Mariqua Sunbird,Cinnyris mariquensis
Africa,Shelley's Sunbird,Cinnyris shelleyi
Africa,Congo Sunbird,Cinnyris congensis
Africa,Red-chested Sunbird,Cinnyris erythrocercus
Africa,Black-bellied Sunbird,Cinnyris nectarinioides
Africa,Purple-banded Sunbird,Cinnyris bifasciatus
Africa,Tsavo Sunbird,Cinnyris tsavoensis
Africa,Violet-breasted Sunbird,Cinnyris chalcomelas
Africa,Pemba Sunbird,Cinnyris pembae
Africa,Orange-tufted Sunbird,Cinnyris bouvieri
Africa,Palestine Sunbird,Cinnyris osea
Africa,Shining Sunbird,Cinnyris habessinicus
Africa,Splendid Sunbird,Cinnyris coccinigastrus
Africa,Johanna's Sunbird,Cinnyris johannae
Africa,Superb Sunbird,Cinnyris superbus
Africa,Rufous-winged Sunbird,Cinnyris rufipennis
Africa,Oustalet's Sunbird,Cinnyris oustaleti
Africa,White-breasted Sunbird,Cinnyris talatala
Africa,Variable Sunbird,Cinnyris venustus
Africa,Dusky Sunbird,Cinnyris fuscus
Africa,Ursula's Sunbird,Cinnyris ursulae
Africa,Bates's Sunbird,Cinnyris batesi
Africa,Copper Sunbird,Cinnyris cupreus
Africa,Souimanga Sunbird,Cinnyris sovimanga
Africa,Malagasy Sunbird,Cinnyris notatus
Africa,Seychelles Sunbird,Cinnyris dussumieri
Africa,Humblot's Sunbird,Cinnyris humbloti
Africa,Anjouan Sunbird,Cinnyris comorensis
Africa,Mayotte Sunbird,Cinnyris coquerellii
Africa,White-billed Buffalo-Weaver,Bubalornis albirostris
Africa,Red-billed Buffalo-Weaver,Bubalornis niger
Africa,White-headed Buffalo-Weaver,Dinemellia dinemelli
Africa,Speckle-fronted Weaver,Sporopipes frontalis
Africa,Scaly Weaver,Sporopipes squamifrons
Africa,White-browed Sparrow-Weaver,Plocepasser mahali
Africa,Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus
Africa,Chestnut-backed Sparrow-Weaver,Plocepasser rufoscapulatus
Africa,Donaldson-Smith's Sparrow-Weaver,Plocepasser donaldsoni
Africa,Rufous-tailed Weaver,Histurgops ruficauda
Africa,Gray-headed Social-Weaver,Pseudonigrita arnaudi
Africa,Black-capped Social-Weaver,Pseudonigrita cabanisi
Africa,Sociable Weaver,Philetairus socius
Africa,Red-crowned Malimbe,Malimbus coronatus
Africa,Black-throated Malimbe,Malimbus cassini
Africa,Ballman's Malimbe,Malimbus ballmanni
Africa,Rachel's Malimbe,Malimbus racheliae
Africa,Red-vented Malimbe,Malimbus scutatus
Africa,Ibadan Malimbe,Malimbus ibadanensis
Africa,Red-bellied Malimbe,Malimbus erythrogaster
Africa,Blue-billed Malimbe,Malimbus nitens
Africa,Crested Malimbe,Malimbus malimbicus
Africa,Red-headed Malimbe,Malimbus rubricollis
Africa,Red-headed Weaver,Anaplectes rubriceps
Africa,Yellow-legged Weaver,Ploceus flavipes
Africa,Bertram's Weaver,Ploceus bertrandi
Africa,Baglafecht Weaver,Ploceus baglafecht
Africa,Black-chinned Weaver,Ploceus nigrimentus
Africa,Bannerman's Weaver,Ploceus bannermani
Africa,Bates's Weaver,Ploceus batesi
Africa,Little Weaver,Ploceus luteolus
Africa,Slender-billed Weaver,Ploceus pelzelni
Africa,Loango Weaver,Ploceus subpersonatus
Africa,Black-necked Weaver,Ploceus nigricollis
Africa,Spectacled Weaver,Ploceus ocularis
Africa,Black-billed Weaver,Ploceus melanogaster
Africa,Strange Weaver,Ploceus alienus
Africa,Cape Weaver,Ploceus capensis
Africa,Bocage's Weaver,Ploceus temporalis
Africa,African Golden-Weaver,Ploceus subaureus
Africa,Holub's Golden-Weaver,Ploceus xanthops
Africa,Orange Weaver,Ploceus aurantius
Africa,Golden Palm Weaver,Ploceus bojeri
Africa,Taveta Golden-Weaver,Ploceus castaneiceps
Africa,Principe Golden-Weaver,Ploceus princeps
Africa,Southern Brown-throated Weaver,Ploceus xanthopterus
Africa,Northern Brown-throated Weaver,Ploceus castanops
Africa,Kilombero Weaver,Ploceus burnieri
Africa,Northern Masked-Weaver,Ploceus taeniopterus
Africa,Lesser Masked-Weaver,Ploceus intermedius
Africa,Southern Masked-Weaver,Ploceus velatus
Africa,Vitelline Masked-Weaver,Ploceus vitellinus
Africa,Tanganyika Masked-Weaver,Ploceus reichardi
Africa,Katanga Masked-Weaver,Ploceus katangae
Africa,Lake Lufira Masked-Weaver,Ploceus ruweti
Africa,Heuglin's Masked-Weaver,Ploceus heuglini
Africa,Rüppell's Weaver,Ploceus galbula
Africa,Speke's Weaver,Ploceus spekei
Africa,Fox's Weaver,Ploceus spekeoides
Africa,Vieillot's Weaver,Ploceus nigerrimus
Africa,Village Weaver,Ploceus cucullatus
Africa,Giant Weaver,Ploceus grandis
Africa,Weyns's Weaver,Ploceus weynsi
Africa,Clarke's Weaver,Ploceus golandi
Africa,Salvadori's Weaver,Ploceus dichrocephalus
Africa,Black-headed Weaver,Ploceus melanocephalus
Africa,Golden-backed Weaver,Ploceus jacksoni
Africa,Chestnut Weaver,Ploceus rubiginosus
Africa,Cinnamon Weaver,Ploceus badius
Africa,Golden-naped Weaver,Ploceus aureonucha
Africa,Yellow-mantled Weaver,Ploceus tricolor
Africa,Maxwell's Black Weaver,Ploceus albinucha
Africa,Forest Weaver,Ploceus bicolor
Africa,Brown-capped Weaver,Ploceus insignis
Africa,Yellow-capped Weaver,Ploceus dorsomaculatus
Africa,Preuss's Weaver,Ploceus preussi
Africa,Olive-headed Weaver,Ploceus olivaceiceps
Africa,Usambara Weaver,Ploceus nicolli
Africa,Bar-winged Weaver,Ploceus angolensis
Africa,Sao Tome Weaver,Ploceus sanctithomae
Africa,Nelicourvi Weaver,Ploceus nelicourvi
Africa,Sakalava Weaver,Ploceus sakalava
Africa,Streaked Weaver,Ploceus manyar
Africa,Compact Weaver,Pachyphantes superciliosus
Africa,Cardinal Quelea,Quelea cardinalis
Africa,Red-headed Quelea,Quelea erythrops
Africa,Red-billed Quelea,Quelea quelea
Africa,Bob-tailed Weaver,Brachycope anomala
Africa,Red Fody,Foudia madagascariensis
Africa,Aldabra Fody,Foudia aldabrana
Africa,Red-headed Fody,Foudia eminentissima
Africa,Forest Fody,Foudia omissa
Africa,Reunion Fody,Foudia delloni
Africa,Mauritius Fody,Foudia rubra
Africa,Seychelles Fody,Foudia sechellarum
Africa,Rodrigues Fody,Foudia flavicans
Africa,Northern Red Bishop,Euplectes franciscanus
Africa,Southern Red Bishop,Euplectes orix
Africa,Zanzibar Red Bishop,Euplectes nigroventris
Africa,Black-winged Bishop,Euplectes hordeaceus
Africa,Black Bishop,Euplectes gierowii
Africa,Yellow-crowned Bishop,Euplectes afer
Africa,Fire-fronted Bishop,Euplectes diadematus
Africa,Golden-backed Bishop,Euplectes aureus
Africa,Yellow Bishop,Euplectes capensis
Africa,White-winged Widowbird,Euplectes albonotatus
Africa,Yellow-mantled Widowbird,Euplectes macroura
Africa,Red-collared Widowbird,Euplectes ardens
Africa,Fan-tailed Widowbird,Euplectes axillaris
Africa,Marsh Widowbird,Euplectes hartlaubi
Africa,Buff-shouldered Widowbird,Euplectes psammacromius
Africa,Long-tailed Widowbird,Euplectes progne
Africa,Jackson's Widowbird,Euplectes jacksoni
Africa,Grosbeak Weaver,Amblyospiza albifrons
Africa,Gray-headed Silverbill,Spermestes griseicapilla
Africa,Bronze Mannikin,Spermestes cucullata
Africa,Magpie Mannikin,Spermestes fringilloides
Africa,Black-and-white Mannikin,Spermestes bicolor
Africa,Madagascar Munia,Lepidopygia nana
Africa,African Silverbill,Euodice cantans
Africa,Indian Silverbill,Euodice malabarica
Africa,Java Sparrow,Padda oryzivora
Africa,Scaly-breasted Munia,Lonchura punctulata
Africa,Shelley's Oliveback,Nesocharis shelleyi
Africa,White-collared Oliveback,Nesocharis ansorgei
Africa,Yellow-bellied Waxbill,Coccopygia quartinia
Africa,Angola Waxbill,Coccopygia bocagei
Africa,Swee Waxbill,Coccopygia melanotis
Africa,Green-backed Twinspot,Mandingoa nitidula
Africa,Shelley's Crimsonwing,Cryptospiza shelleyi
Africa,Dusky Crimsonwing,Cryptospiza jacksoni
Africa,Abyssinian Crimsonwing,Cryptospiza salvadorii
Africa,Red-faced Crimsonwing,Cryptospiza reichenovii
Africa,Red-fronted Antpecker,Parmoptila rubrifrons
Africa,Woodhouse's Antpecker,Parmoptila woodhousei
Africa,Jameson's Antpecker,Parmoptila jamesoni
Africa,White-breasted Nigrita,Nigrita fusconotus
Africa,Chestnut-breasted Nigrita,Nigrita bicolor
Africa,Gray-headed Nigrita,Nigrita canicapillus
Africa,Pale-fronted Nigrita,Nigrita luteifrons
Africa,Gray-headed Oliveback,Delacourella capistrata
Africa,Black-faced Waxbill,Brunhilda erythronotos
Africa,Black-cheeked Waxbill,Brunhilda charmosyna
Africa,Lavender Waxbill,Glaucestrilda caerulescens
Africa,Black-tailed Waxbill,Glaucestrilda perreini
Africa,Cinderella Waxbill,Glaucestrilda thomensis
Africa,Black-crowned Waxbill,Estrilda nonnula
Africa,Black-headed Waxbill,Estrilda atricapilla
Africa,Kandt's Waxbill,Estrilda kandti
Africa,Orange-cheeked Waxbill,Estrilda melpoda
Africa,Anambra Waxbill,Estrilda poliopareia
Africa,Fawn-breasted Waxbill,Estrilda paludicola
Africa,Common Waxbill,Estrilda astrild
Africa,Black-lored Waxbill,Estrilda nigriloris
Africa,Black-rumped Waxbill,Estrilda troglodytes
Africa,Crimson-rumped Waxbill,Estrilda rhodopyga
Africa,Quailfinch,Ortygospiza atricollis
Africa,Locustfinch,Paludipasser locustella
Africa,Cut-throat,Amadina fasciata
Africa,Red-headed Finch,Amadina erythrocephala
Africa,Zebra Waxbill,Amandava subflava
Africa,Red Avadavat,Amandava amandava
Africa,Purple Grenadier,Granatina ianthinogaster
Africa,Violet-eared Waxbill,Granatina granatina
Africa,Southern Cordonbleu,Uraeginthus angolensis
Africa,Red-cheeked Cordonbleu,Uraeginthus bengalus
Africa,Blue-capped Cordonbleu,Uraeginthus cyanocephalus
Africa,Grant's Bluebill,Spermophaga poliogenys
Africa,Western Bluebill,Spermophaga haematina
Africa,Red-headed Bluebill,Spermophaga ruficapilla
Africa,Lesser Seedcracker,Pyrenestes minor
Africa,Crimson Seedcracker,Pyrenestes sanguineus
Africa,Black-bellied Seedcracker,Pyrenestes ostrinus
Africa,Green-winged Pytilia,Pytilia melba
Africa,Orange-winged Pytilia,Pytilia afra
Africa,Red-winged Pytilia,Pytilia phoenicoptera
Africa,Red-billed Pytilia,Pytilia lineata
Africa,Red-faced Pytilia,Pytilia hypogrammica
Africa,Dybowski's Twinspot,Euschistospiza dybowskii
Africa,Dusky Twinspot,Euschistospiza cinereovinacea
Africa,Peters's Twinspot,Hypargos niveoguttatus
Africa,Pink-throated Twinspot,Hypargos margaritatus
Africa,Brown Twinspot,Clytospiza monteiri
Africa,Red-billed Firefinch,Lagonosticta senegala
Africa,African Firefinch,Lagonosticta rubricata
Africa,Pale-billed Firefinch,Lagonosticta landanae
Africa,Jameson's Firefinch,Lagonosticta rhodopareia
Africa,Mali Firefinch,Lagonosticta virata
Africa,Rock Firefinch,Lagonosticta sanguinodorsalis
Africa,Reichenow's Firefinch,Lagonosticta umbrinodorsalis
Africa,Black-bellied Firefinch,Lagonosticta rara
Africa,Bar-breasted Firefinch,Lagonosticta rufopicta
Africa,Brown Firefinch,Lagonosticta nitidula
Africa,Black-faced Firefinch,Lagonosticta larvata
Africa,Pin-tailed Whydah,Vidua macroura
Africa,Sahel Paradise-Whydah,Vidua orientalis
Africa,Exclamatory Paradise-Whydah,Vidua interjecta
Africa,Togo Paradise-Whydah,Vidua togoensis
Africa,Broad-tailed Paradise-Whydah,Vidua obtusa
Africa,Eastern Paradise-Whydah,Vidua paradisaea
Africa,Steel-blue Whydah,Vidua hypocherina
Africa,Straw-tailed Whydah,Vidua fischeri
Africa,Shaft-tailed Whydah,Vidua regia
Africa,Village Indigobird,Vidua chalybeata
Africa,Wilson's Indigobird,Vidua wilsoni
Africa,Quailfinch Indigobird,Vidua nigeriae
Africa,Jos Plateau Indigobird,Vidua maryae
Africa,Jambandu Indigobird,Vidua raricola
Africa,Baka Indigobird,Vidua larvaticola
Africa,Cameroon Indigobird,Vidua camerunensis
Africa,Variable Indigobird,Vidua funerea
Africa,Purple Indigobird,Vidua purpurascens
Africa,Green Indigobird,Vidua codringtoni
Africa,Parasitic Weaver,Anomalospiza imberbis
Africa,Alpine Accentor,Prunella collaris
Africa,Dunnock,Prunella modularis
Africa,House Sparrow,Passer domesticus
Africa,Spanish Sparrow,Passer hispaniolensis
Africa,Somali Sparrow,Passer castanopterus
Africa,Dead Sea Sparrow,Passer moabiticus
Africa,Cape Verde Sparrow,Passer iagoensis
Africa,Socotra Sparrow,Passer insularis
Africa,Great Rufous Sparrow,Passer motitensis
Africa,Kenya Rufous Sparrow,Passer rufocinctus
Africa,Shelley's Rufous Sparrow,Passer shelleyi
Africa,Kordofan Rufous Sparrow,Passer cordofanicus
Africa,Cape Sparrow,Passer melanurus
Africa,Northern Gray-headed Sparrow,Passer griseus
Africa,Swainson's Sparrow,Passer swainsonii
Africa,Parrot-billed Sparrow,Passer gongonensis
Africa,Swahili Sparrow,Passer suahelicus
Africa,Southern Gray-headed Sparrow,Passer diffusus
Africa,Desert Sparrow,Passer simplex
Africa,Eurasian Tree Sparrow,Passer montanus
Africa,Sudan Golden Sparrow,Passer luteus
Africa,Arabian Golden Sparrow,Passer euchlorus
Africa,Chestnut Sparrow,Passer eminibey
Africa,Yellow-spotted Bush Sparrow,Gymnoris pyrgita
Africa,Yellow-throated Sparrow,Gymnoris xanthocollis
Africa,Yellow-throated Bush Sparrow,Gymnoris superciliaris
Africa,Sahel Bush Sparrow,Gymnoris dentata
Africa,Rock Sparrow,Petronia petronia
Africa,Pale Rockfinch,Carpospiza brachydactyla
Africa,White-winged Snowfinch,Montifringilla nivalis
Africa,Cape Wagtail,Motacilla capensis
Africa,Mountain Wagtail,Motacilla clara
Africa,Sao Tome Short-tail,Motacilla bocagii
Africa,Madagascar Wagtail,Motacilla flaviventris
Africa,Gray Wagtail,Motacilla cinerea
Africa,Western Yellow Wagtail,Motacilla flava
Africa,Eastern Yellow Wagtail,Motacilla tschutschensis
Africa,Citrine Wagtail,Motacilla citreola
Africa,African Pied Wagtail,Motacilla aguimp
Africa,White Wagtail,Motacilla alba
Africa,Richard's Pipit,Anthus richardi
Africa,African Pipit,Anthus cinnamomeus
Africa,Mountain Pipit,Anthus hoeschi
Africa,Woodland Pipit,Anthus nyassae
Africa,Long-billed Pipit,Anthus similis
Africa,Nicholson's Pipit,Anthus nicholsoni
Africa,Tawny Pipit,Anthus campestris
Africa,Plain-backed Pipit,Anthus leucophrys
Africa,Buffy Pipit,Anthus vaalensis
Africa,Long-legged Pipit,Anthus pallidiventris
Africa,Berthelot's Pipit,Anthus berthelotii
Africa,Malindi Pipit,Anthus melindae
Africa,Striped Pipit,Anthus lineiventris
Africa,Yellow-tufted Pipit,Anthus crenatus
Africa,Meadow Pipit,Anthus pratensis
Africa,Tree Pipit,Anthus trivialis
Africa,Olive-backed Pipit,Anthus hodgsoni
Africa,Red-throated Pipit,Anthus cervinus
Africa,Water Pipit,Anthus spinoletta
Africa,Rock Pipit,Anthus petrosus
Africa,American Pipit,Anthus rubescens
Africa,Short-tailed Pipit,Anthus brachyurus
Africa,Bush Pipit,Anthus caffer
Africa,Sokoke Pipit,Anthus sokokensis
Africa,Golden Pipit,Tmetothylacus tenellus
Africa,Yellow-breasted Pipit,Hemimacronyx chloris
Africa,Sharpe's Longclaw,Hemimacronyx sharpei
Africa,Orange-throated Longclaw,Macronyx capensis
Africa,Yellow-throated Longclaw,Macronyx croceus
Africa,Fülleborn's Longclaw,Macronyx fuelleborni
Africa,Abyssinian Longclaw,Macronyx flavicollis
Africa,Pangani Longclaw,Macronyx aurantiigula
Africa,Rosy-throated Longclaw,Macronyx ameliae
Africa,Grimwood's Longclaw,Macronyx grimwoodi
Africa,Common Chaffinch,Fringilla coelebs
Africa,Brambling,Fringilla montifringilla
Africa,Hawfinch,Coccothraustes coccothraustes
Africa,Common Rosefinch,Carpodacus erythrinus
Africa,Sinai Rosefinch,Carpodacus synoicus
Africa,Eurasian Bullfinch,Pyrrhula pyrrhula
Africa,Crimson-winged Finch,Rhodopechys sanguineus
Africa,Trumpeter Finch,Bucanetes githagineus
Africa,Mongolian Finch,Bucanetes mongolicus
Africa,Desert Finch,Rhodospiza obsoleta
Africa,Somali Grosbeak,Rhynchostruthus louisae
Africa,European Greenfinch,Chloris chloris
Africa,Oriole Finch,Linurgus olivaceus
Africa,White-rumped Seedeater,Crithagra leucopygia
Africa,Yellow-fronted Canary,Crithagra mozambica
Africa,African Citril,Crithagra citrinelloides
Africa,Western Citril,Crithagra frontalis
Africa,Southern Citril,Crithagra hyposticta
Africa,Black-faced Canary,Crithagra capistrata
Africa,Papyrus Canary,Crithagra koliensis
Africa,Forest Canary,Crithagra scotops
Africa,Black-throated Canary,Crithagra atrogularis
Africa,Reichenow's Seedeater,Crithagra reichenowi
Africa,Yellow-rumped Serin,Crithagra xanthopygia
Africa,Lemon-breasted Seedeater,Crithagra citrinipectus
Africa,White-bellied Canary,Crithagra dorsostriata
Africa,Yellow-throated Serin,Crithagra flavigula
Africa,Salvadori's Serin,Crithagra xantholaema
Africa,Northern Grosbeak-Canary,Crithagra donaldsoni
Africa,Southern Grosbeak-Canary,Crithagra buchanani
Africa,Brimstone Canary,Crithagra sulphurata
Africa,Yellow Canary,Crithagra flaviventris
Africa,White-throated Canary,Crithagra albogularis
Africa,Streaky Seedeater,Crithagra striolata
Africa,Yellow-browed Seedeater,Crithagra whytii
Africa,Thick-billed Seedeater,Crithagra burtoni
Africa,Tanzania Seedeater,Crithagra melanochroa
Africa,Principe Seedeater,Crithagra rufobrunnea
Africa,Sao Tome Grosbeak,Crithagra concolor
Africa,Protea Canary,Crithagra leucoptera
Africa,Black-eared Seedeater,Crithagra mennelli
